,altitude
1095.0,14.61506462097168
1096.0,14.456195831298828
1097.0,17.93852996826172
1098.0,25.96751594543457
1099.0,29.72562599182129
1100.0,32.059349060058594
1101.0,34.00695037841797
1102.0,35.4647102355957
1103.0,34.5335807800293
1104.0,33.189510345458984
1105.0,34.76854705810547
1106.0,35.85677719116211
1107.0,38.42375564575195
1108.0,36.87006759643555
1109.0,36.20906066894531
1110.0,32.227134704589844
1111.0,30.25465965270996
1112.0,33.409332275390625
1113.0,36.666324615478516
1114.0,39.17183303833008
1115.0,48.688560485839844
1116.0,54.76506805419922
1117.0,61.63678741455078
1118.0,77.55694580078125
1119.0,102.53733825683594
1120.0,111.29241943359375
1121.0,101.4726791381836
1122.0,98.55501556396484
1123.0,93.3509750366211
1124.0,90.2713394165039
1125.0,86.9607925415039
1126.0,99.52589416503906
1127.0,104.19695281982422
1128.0,25.142892837524414
1129.0,29.62981414794922
1130.0,29.42455291748047
1131.0,27.415016174316406
1132.0,22.772451400756836
1133.0,22.75067710876465
1134.0,17.06023406982422
1135.0,5.077148914337158
1136.0,3.3890597820281982
1137.0,5.29016637802124
1138.0,5.609573841094971
1139.0,8.398174285888672
1140.0,4.510061740875244
1141.0,9.92302131652832
1142.0,11.042200088500977
1143.0,14.183505058288574
1144.0,17.525964736938477
1145.0,13.042442321777344
1146.0,13.684818267822266
1147.0,20.842628479003906
1148.0,33.83503341674805
1149.0,32.364784240722656
1150.0,36.58321762084961
1151.0,38.98942565917969
