,x,y,descrip,grid
4,277976.9918279916,5716774.843234879,MID,527.0
0,277822.7593243421,5716953.908444151,BL,528.0
1,277848.0016365701,5717286.791428432,TL,528.0
2,278181.708956097,5717261.543994168,TR,528.0
3,278156.46664386906,5716928.661009887,BR,528.0
4,278002.2341402196,5717107.72621916,MID,528.0
0,277848.0016365701,5717286.791428432,BL,529.0
1,277873.24394879804,5717619.674412712,TL,529.0
2,278206.951268325,5717594.426978448,TR,529.0
3,278181.708956097,5717261.543994168,BR,529.0
4,278027.47645244753,5717440.60920344,MID,529.0
0,277873.24394879804,5717619.674412712,BL,530.0
1,277898.486261026,5717952.557396993,TL,530.0
2,278232.19358055294,5717927.309962729,TR,530.0
3,278206.951268325,5717594.426978448,BR,530.0
4,278052.7187646755,5717773.492187721,MID,530.0
0,277898.486261026,5717952.557396993,BL,531.0
1,277923.72857325396,5718285.440381274,TL,531.0
2,278257.4358927809,5718260.19294701,TR,531.0
3,278232.19358055294,5717927.309962729,BR,531.0
4,278077.96107690345,5718106.375172001,MID,531.0
0,277923.72857325396,5718285.440381274,BL,532.0
1,277948.9708854819,5718618.323365554,TL,532.0
2,278282.67820500885,5718593.07593129,TR,532.0
3,278257.4358927809,5718260.19294701,BR,532.0
4,278103.2033891314,5718439.258156282,MID,532.0
0,277948.9708854819,5718618.323365554,BL,533.0
1,277974.2131977099,5718951.206349835,TL,533.0
2,278307.9205172368,5718925.958915571,TR,533.0
3,278282.67820500885,5718593.07593129,BR,533.0
4,278128.44570135936,5718772.1411405625,MID,533.0
0,277974.2131977099,5718951.206349835,BL,534.0
1,277999.45550993783,5719284.089334115,TL,534.0
2,278333.16282946477,5719258.841899851,TR,534.0
3,278307.9205172368,5718925.958915571,BR,534.0
4,278153.6880135873,5719105.024124843,MID,534.0
0,277999.45550993783,5719284.089334115,BL,535.0
1,278024.6978221658,5719616.972318396,TL,535.0
2,278358.4051416927,5719591.724884132,TR,535.0
3,278333.16282946477,5719258.841899851,BR,535.0
4,278178.9303258153,5719437.907109124,MID,535.0
0,278024.6978221658,5719616.972318396,BL,536.0
1,278049.94013439375,5719949.855302677,TL,536.0
2,278383.6474539207,5719924.6078684125,TR,536.0
3,278358.4051416927,5719591.724884132,BR,536.0
4,278204.17263804324,5719770.790093404,MID,536.0
0,278049.94013439375,5719949.855302677,BL,537.0
1,278075.1824466217,5720282.738286957,TL,537.0
2,278408.88976614864,5720257.490852693,TR,537.0
3,278383.6474539207,5719924.6078684125,BR,537.0
4,278229.4149502712,5720103.673077685,MID,537.0
0,278075.1824466217,5720282.738286957,BL,538.0
1,278100.42475884967,5720615.621271238,TL,538.0
2,278434.1320783766,5720590.373836974,TR,538.0
3,278408.88976614864,5720257.490852693,BR,538.0
4,278254.65726249915,5720436.556061965,MID,538.0
0,278100.42475884967,5720615.621271238,BL,539.0
1,278125.6670710776,5720948.504255518,TL,539.0
2,278459.37439060456,5720923.256821254,TR,539.0
3,278434.1320783766,5720590.373836974,BR,539.0
4,278279.8995747271,5720769.439046246,MID,539.0
0,277222.5010914346,5704611.990591506,BL,540.0
1,277247.7434036626,5704944.873575786,TL,540.0
2,277581.4507231895,5704919.62614152,TR,540.0
3,277556.20841096155,5704586.74315724,BR,540.0
4,277401.97590731207,5704765.808366513,MID,540.0
0,277247.7434036626,5704944.873575786,BL,541.0
1,277272.98571589054,5705277.756560067,TL,541.0
2,277606.69303541747,5705252.509125801,TR,541.0
3,277581.4507231895,5704919.62614152,BR,541.0
4,277427.21821954,5705098.6913507935,MID,541.0
0,277272.98571589054,5705277.756560067,BL,542.0
1,277298.2280281185,5705610.639544347,TL,542.0
2,277631.9353476454,5705585.392110081,TR,542.0
3,277606.69303541747,5705252.509125801,BR,542.0
4,277452.460531768,5705431.574335074,MID,542.0
0,277298.2280281185,5705610.639544347,BL,543.0
1,277323.47034034645,5705943.522528628,TL,543.0
2,277657.1776598734,5705918.275094362,TR,543.0
3,277631.9353476454,5705585.392110081,BR,543.0
4,277477.70284399594,5705764.457319355,MID,543.0
0,277323.47034034645,5705943.522528628,BL,544.0
1,277348.7126525744,5706276.4055129085,TL,544.0
2,277682.41997210134,5706251.158078643,TR,544.0
3,277657.1776598734,5705918.275094362,BR,544.0
4,277502.9451562239,5706097.340303635,MID,544.0
0,277348.7126525744,5706276.4055129085,BL,545.0
1,277373.95496480237,5706609.288497189,TL,545.0
2,277707.6622843293,5706584.041062923,TR,545.0
3,277682.41997210134,5706251.158078643,BR,545.0
4,277528.18746845186,5706430.223287916,MID,545.0
0,277373.95496480237,5706609.288497189,BL,546.0
1,277399.1972770303,5706942.17148147,TL,546.0
2,277732.90459655726,5706916.924047204,TR,546.0
3,277707.6622843293,5706584.041062923,BR,546.0
4,277553.4297806798,5706763.106272196,MID,546.0
0,277399.1972770303,5706942.17148147,BL,547.0
1,277424.4395892583,5707275.05446575,TL,547.0
2,277758.1469087852,5707249.807031484,TR,547.0
3,277732.90459655726,5706916.924047204,BR,547.0
4,277578.6720929078,5707095.989256477,MID,547.0
0,277424.4395892583,5707275.05446575,BL,548.0
1,277449.68190148624,5707607.937450031,TL,548.0
2,277783.3892210132,5707582.690015765,TR,548.0
3,277758.1469087852,5707249.807031484,BR,548.0
4,277603.9144051357,5707428.872240758,MID,548.0
0,277449.68190148624,5707607.937450031,BL,549.0
1,277474.9242137142,5707940.820434311,TL,549.0
2,277808.63153324113,5707915.5730000455,TR,549.0
3,277783.3892210132,5707582.690015765,BR,549.0
4,277629.1567173637,5707761.755225038,MID,549.0
0,277474.9242137142,5707940.820434311,BL,550.0
1,277500.16652594216,5708273.703418592,TL,550.0
2,277833.8738454691,5708248.455984326,TR,550.0
3,277808.63153324113,5707915.5730000455,BR,550.0
4,277654.39902959164,5708094.638209319,MID,550.0
0,277500.16652594216,5708273.703418592,BL,551.0
1,277525.4088381701,5708606.586402873,TL,551.0
2,277859.11615769705,5708581.338968607,TR,551.0
3,277833.8738454691,5708248.455984326,BR,551.0
4,277679.6413418196,5708427.521193599,MID,551.0
0,277525.4088381701,5708606.586402873,BL,552.0
1,277550.6511503981,5708939.469387153,TL,552.0
2,277884.358469925,5708914.221952887,TR,552.0
3,277859.11615769705,5708581.338968607,BR,552.0
4,277704.88365404756,5708760.40417788,MID,552.0
0,277550.6511503981,5708939.469387153,BL,553.0
1,277575.89346262603,5709272.352371434,TL,553.0
2,277909.60078215296,5709247.104937168,TR,553.0
3,277884.358469925,5708914.221952887,BR,553.0
4,277730.1259662755,5709093.2871621605,MID,553.0
0,277575.89346262603,5709272.352371434,BL,554.0
1,277601.135774854,5709605.235355714,TL,554.0
2,277934.8430943809,5709579.987921448,TR,554.0
3,277909.60078215296,5709247.104937168,BR,554.0
4,277755.3682785035,5709426.170146441,MID,554.0
0,277601.135774854,5709605.235355714,BL,555.0
1,277626.37808708195,5709938.118339995,TL,555.0
2,277960.0854066089,5709912.870905729,TR,555.0
3,277934.8430943809,5709579.987921448,BR,555.0
4,277780.61059073143,5709759.053130722,MID,555.0
0,277626.37808708195,5709938.118339995,BL,556.0
1,277651.6203993099,5710271.0013242755,TL,556.0
2,277985.32771883684,5710245.75389001,TR,556.0
3,277960.0854066089,5709912.870905729,BR,556.0
4,277805.8529029594,5710091.936115002,MID,556.0
0,277651.6203993099,5710271.0013242755,BL,557.0
1,277676.86271153786,5710603.884308556,TL,557.0
2,278010.5700310648,5710578.63687429,TR,557.0
3,277985.32771883684,5710245.75389001,BR,557.0
4,277831.09521518735,5710424.819099283,MID,557.0
0,277676.86271153786,5710603.884308556,BL,558.0
1,277702.1050237658,5710936.767292837,TL,558.0
2,278035.81234329275,5710911.519858571,TR,558.0
3,278010.5700310648,5710578.63687429,BR,558.0
4,277856.3375274153,5710757.702083563,MID,558.0
0,277702.1050237658,5710936.767292837,BL,559.0
1,277727.3473359938,5711269.650277117,TL,559.0
2,278061.0546555207,5711244.402842851,TR,559.0
3,278035.81234329275,5710911.519858571,BR,559.0
4,277881.57983964327,5711090.585067844,MID,559.0
0,277727.3473359938,5711269.650277117,BL,560.0
1,277752.58964822174,5711602.533261398,TL,560.0
2,278086.29696774867,5711577.285827132,TR,560.0
3,278061.0546555207,5711244.402842851,BR,560.0
4,277906.8221518712,5711423.468052125,MID,560.0
0,277752.58964822174,5711602.533261398,BL,561.0
1,277777.8319604497,5711935.416245678,TL,561.0
2,278111.5392799766,5711910.1688114125,TR,561.0
3,278086.29696774867,5711577.285827132,BR,561.0
4,277932.0644640992,5711756.351036405,MID,561.0
0,277777.8319604497,5711935.416245678,BL,562.0
1,277803.07427267765,5712268.299229959,TL,562.0
2,278136.7815922046,5712243.051795693,TR,562.0
3,278111.5392799766,5711910.1688114125,BR,562.0
4,277957.30677632714,5712089.234020686,MID,562.0
0,277803.07427267765,5712268.299229959,BL,563.0
1,277828.3165849056,5712601.18221424,TL,563.0
2,278162.02390443254,5712575.934779974,TR,563.0
3,278136.7815922046,5712243.051795693,BR,563.0
4,277982.5490885551,5712422.117004966,MID,563.0
0,277828.3165849056,5712601.18221424,BL,564.0
1,277853.55889713357,5712934.06519852,TL,564.0
2,278187.2662166605,5712908.817764254,TR,564.0
3,278162.02390443254,5712575.934779974,BR,564.0
4,278007.79140078305,5712754.999989247,MID,564.0
0,277853.55889713357,5712934.06519852,BL,565.0
1,277878.8012093615,5713266.948182801,TL,565.0
2,278212.50852888846,5713241.700748535,TR,565.0
3,278187.2662166605,5712908.817764254,BR,565.0
4,278033.033713011,5713087.882973528,MID,565.0
0,277878.8012093615,5713266.948182801,BL,566.0
1,277904.0435215895,5713599.831167081,TL,566.0
2,278237.7508411164,5713574.583732815,TR,566.0
3,278212.50852888846,5713241.700748535,BR,566.0
4,278058.27602523897,5713420.765957808,MID,566.0
0,277904.0435215895,5713599.831167081,BL,567.0
1,277929.28583381744,5713932.714151362,TL,567.0
2,278262.9931533444,5713907.466717096,TR,567.0
3,278237.7508411164,5713574.583732815,BR,567.0
4,278083.5183374669,5713753.648942089,MID,567.0
0,277929.28583381744,5713932.714151362,BL,568.0
1,277954.5281460454,5714265.597135643,TL,568.0
2,278288.23546557233,5714240.349701377,TR,568.0
3,278262.9931533444,5713907.466717096,BR,568.0
4,278108.7606496949,5714086.531926369,MID,568.0
0,277954.5281460454,5714265.597135643,BL,569.0
1,277979.77045827336,5714598.480119923,TL,569.0
2,278313.4777778003,5714573.232685657,TR,569.0
3,278288.23546557233,5714240.349701377,BR,569.0
4,278134.00296192284,5714419.41491065,MID,569.0
0,277979.77045827336,5714598.480119923,BL,570.0
1,278005.0127705013,5714931.363104204,TL,570.0
2,278338.72009002825,5714906.115669938,TR,570.0
3,278313.4777778003,5714573.232685657,BR,570.0
4,278159.2452741508,5714752.2978949305,MID,570.0
0,278005.0127705013,5714931.363104204,BL,571.0
1,278030.2550827293,5715264.246088484,TL,571.0
2,278363.9624022562,5715238.998654218,TR,571.0
3,278338.72009002825,5714906.115669938,BR,571.0
4,278184.48758637876,5715085.180879211,MID,571.0
0,278030.2550827293,5715264.246088484,BL,572.0
1,278055.49739495723,5715597.129072765,TL,572.0
2,278389.20471448416,5715571.881638499,TR,572.0
3,278363.9624022562,5715238.998654218,BR,572.0
4,278209.7298986067,5715418.063863492,MID,572.0
0,278055.49739495723,5715597.129072765,BL,573.0
1,278080.7397071852,5715930.0120570455,TL,573.0
2,278414.4470267121,5715904.76462278,TR,573.0
3,278389.20471448416,5715571.881638499,BR,573.0
4,278234.9722108347,5715750.946847772,MID,573.0
0,278080.7397071852,5715930.0120570455,BL,574.0
1,278105.98201941315,5716262.895041326,TL,574.0
2,278439.6893389401,5716237.64760706,TR,574.0
3,278414.4470267121,5715904.76462278,BR,574.0
4,278260.21452306263,5716083.829832053,MID,574.0
0,278105.98201941315,5716262.895041326,BL,575.0
1,278131.2243316411,5716595.778025607,TL,575.0
2,278464.93165116804,5716570.530591341,TR,575.0
3,278439.6893389401,5716237.64760706,BR,575.0
4,278285.4568352906,5716416.712816333,MID,575.0
0,278131.2243316411,5716595.778025607,BL,576.0
1,278156.46664386906,5716928.661009887,TL,576.0
2,278490.173963396,5716903.413575621,TR,576.0
3,278464.93165116804,5716570.530591341,BR,576.0
4,278310.69914751855,5716749.595800614,MID,576.0
0,278156.46664386906,5716928.661009887,BL,577.0
1,278181.708956097,5717261.543994168,TL,577.0
2,278515.41627562395,5717236.296559902,TR,577.0
3,278490.173963396,5716903.413575621,BR,577.0
4,278335.9414597465,5717082.478784895,MID,577.0
0,278181.708956097,5717261.543994168,BL,578.0
1,278206.951268325,5717594.426978448,TL,578.0
2,278540.6585878519,5717569.1795441825,TR,578.0
3,278515.41627562395,5717236.296559902,BR,578.0
4,278361.18377197447,5717415.361769175,MID,578.0
0,278206.951268325,5717594.426978448,BL,579.0
1,278232.19358055294,5717927.309962729,TL,579.0
2,278565.90090007987,5717902.062528463,TR,579.0
3,278540.6585878519,5717569.1795441825,BR,579.0
4,278386.4260842024,5717748.244753456,MID,579.0
0,278232.19358055294,5717927.309962729,BL,580.0
1,278257.4358927809,5718260.19294701,TL,580.0
2,278591.1432123078,5718234.945512744,TR,580.0
3,278565.90090007987,5717902.062528463,BR,580.0
4,278411.6683964304,5718081.127737736,MID,580.0
0,278257.4358927809,5718260.19294701,BL,581.0
1,278282.67820500885,5718593.07593129,TL,581.0
2,278616.3855245358,5718567.828497024,TR,581.0
3,278591.1432123078,5718234.945512744,BR,581.0
4,278436.91070865834,5718414.010722017,MID,581.0
0,278282.67820500885,5718593.07593129,BL,582.0
1,278307.9205172368,5718925.958915571,TL,582.0
2,278641.62783676374,5718900.711481305,TR,582.0
3,278616.3855245358,5718567.828497024,BR,582.0
4,278462.1530208863,5718746.8937062975,MID,582.0
0,278307.9205172368,5718925.958915571,BL,583.0
1,278333.16282946477,5719258.841899851,TL,583.0
2,278666.8701489917,5719233.594465585,TR,583.0
3,278641.62783676374,5718900.711481305,BR,583.0
4,278487.39533311425,5719079.776690578,MID,583.0
0,278333.16282946477,5719258.841899851,BL,584.0
1,278358.4051416927,5719591.724884132,TL,584.0
2,278692.11246121966,5719566.477449866,TR,584.0
3,278666.8701489917,5719233.594465585,BR,584.0
4,278512.6376453422,5719412.659674859,MID,584.0
0,278358.4051416927,5719591.724884132,BL,585.0
1,278383.6474539207,5719924.6078684125,TL,585.0
2,278717.3547734476,5719899.360434147,TR,585.0
3,278692.11246121966,5719566.477449866,BR,585.0
4,278537.87995757017,5719745.542659139,MID,585.0
0,278383.6474539207,5719924.6078684125,BL,586.0
1,278408.88976614864,5720257.490852693,TL,586.0
2,278742.5970856756,5720232.243418427,TR,586.0
3,278717.3547734476,5719899.360434147,BR,586.0
4,278563.1222697981,5720078.42564342,MID,586.0
0,278408.88976614864,5720257.490852693,BL,587.0
1,278434.1320783766,5720590.373836974,TL,587.0
2,278767.83939790353,5720565.126402708,TR,587.0
3,278742.5970856756,5720232.243418427,BR,587.0
4,278588.3645820261,5720411.3086277,MID,587.0
0,278434.1320783766,5720590.373836974,BL,588.0
1,278459.37439060456,5720923.256821254,TL,588.0
2,278793.0817101315,5720898.009386988,TR,588.0
3,278767.83939790353,5720565.126402708,BR,588.0
4,278613.60689425404,5720744.191611981,MID,588.0
0,277556.20841096155,5704586.74315724,BL,589.0
1,277581.4507231895,5704919.62614152,TL,589.0
2,277915.15804271644,5704894.378707256,TR,589.0
3,277889.9157304885,5704561.495722976,BR,589.0
4,277735.683226839,5704740.560932248,MID,589.0
0,277581.4507231895,5704919.62614152,BL,590.0
1,277606.69303541747,5705252.509125801,TL,590.0
2,277940.4003549444,5705227.261691537,TR,590.0
3,277915.15804271644,5704894.378707256,BR,590.0
4,277760.92553906696,5705073.4439165285,MID,590.0
0,277606.69303541747,5705252.509125801,BL,591.0
1,277631.9353476454,5705585.392110081,TL,591.0
2,277965.64266717236,5705560.144675817,TR,591.0
3,277940.4003549444,5705227.261691537,BR,591.0
4,277786.1678512949,5705406.326900809,MID,591.0
0,277631.9353476454,5705585.392110081,BL,592.0
1,277657.1776598734,5705918.275094362,TL,592.0
2,277990.8849794003,5705893.027660098,TR,592.0
3,277965.64266717236,5705560.144675817,BR,592.0
4,277811.4101635229,5705739.20988509,MID,592.0
0,277657.1776598734,5705918.275094362,BL,593.0
1,277682.41997210134,5706251.158078643,TL,593.0
2,278016.1272916283,5706225.9106443785,TR,593.0
3,277990.8849794003,5705893.027660098,BR,593.0
4,277836.65247575083,5706072.09286937,MID,593.0
0,277682.41997210134,5706251.158078643,BL,594.0
1,277707.6622843293,5706584.041062923,TL,594.0
2,278041.36960385623,5706558.793628659,TR,594.0
3,278016.1272916283,5706225.9106443785,BR,594.0
4,277861.8947879788,5706404.975853651,MID,594.0
0,277707.6622843293,5706584.041062923,BL,595.0
1,277732.90459655726,5706916.924047204,TL,595.0
2,278066.6119160842,5706891.67661294,TR,595.0
3,278041.36960385623,5706558.793628659,BR,595.0
4,277887.13710020675,5706737.858837931,MID,595.0
0,277732.90459655726,5706916.924047204,BL,596.0
1,277758.1469087852,5707249.807031484,TL,596.0
2,278091.85422831215,5707224.55959722,TR,596.0
3,278066.6119160842,5706891.67661294,BR,596.0
4,277912.3794124347,5707070.741822212,MID,596.0
0,277758.1469087852,5707249.807031484,BL,597.0
1,277783.3892210132,5707582.690015765,TL,597.0
2,278117.0965405401,5707557.442581501,TR,597.0
3,278091.85422831215,5707224.55959722,BR,597.0
4,277937.62172466266,5707403.624806493,MID,597.0
0,277783.3892210132,5707582.690015765,BL,598.0
1,277808.63153324113,5707915.5730000455,TL,598.0
2,278142.33885276807,5707890.325565781,TR,598.0
3,278117.0965405401,5707557.442581501,BR,598.0
4,277962.8640368906,5707736.507790773,MID,598.0
0,277808.63153324113,5707915.5730000455,BL,599.0
1,277833.8738454691,5708248.455984326,TL,599.0
2,278167.581164996,5708223.208550062,TR,599.0
3,278142.33885276807,5707890.325565781,BR,599.0
4,277988.1063491186,5708069.390775054,MID,599.0
0,277833.8738454691,5708248.455984326,BL,600.0
1,277859.11615769705,5708581.338968607,TL,600.0
2,278192.823477224,5708556.091534343,TR,600.0
3,278167.581164996,5708223.208550062,BR,600.0
4,278013.34866134654,5708402.273759334,MID,600.0
0,277859.11615769705,5708581.338968607,BL,601.0
1,277884.358469925,5708914.221952887,TL,601.0
2,278218.06578945194,5708888.974518623,TR,601.0
3,278192.823477224,5708556.091534343,BR,601.0
4,278038.5909735745,5708735.156743615,MID,601.0
0,277884.358469925,5708914.221952887,BL,602.0
1,277909.60078215296,5709247.104937168,TL,602.0
2,278243.3081016799,5709221.857502904,TR,602.0
3,278218.06578945194,5708888.974518623,BR,602.0
4,278063.83328580245,5709068.0397278955,MID,602.0
0,277909.60078215296,5709247.104937168,BL,603.0
1,277934.8430943809,5709579.987921448,TL,603.0
2,278268.55041390785,5709554.740487184,TR,603.0
3,278243.3081016799,5709221.857502904,BR,603.0
4,278089.0755980304,5709400.922712176,MID,603.0
0,277934.8430943809,5709579.987921448,BL,604.0
1,277960.0854066089,5709912.870905729,TL,604.0
2,278293.7927261358,5709887.623471465,TR,604.0
3,278268.55041390785,5709554.740487184,BR,604.0
4,278114.31791025837,5709733.805696457,MID,604.0
0,277960.0854066089,5709912.870905729,BL,605.0
1,277985.32771883684,5710245.75389001,TL,605.0
2,278319.03503836377,5710220.506455746,TR,605.0
